id	is_critical	platforms	description
CVE-2023-0802	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0803	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0804	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0805	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0808	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0809	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0810	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0811	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0812	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0813	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0814	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0815	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0816	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0817	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0818	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0819	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0820	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0821	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0822	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0823	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0824	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0827	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0828	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0829	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0830	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0831	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0832	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0833	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0834	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0835	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0836	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0837	FALSE	['Windows', 'Windows_v15.41']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0838	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0839	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0840	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0841	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0842	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0844	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0845	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0846	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0847	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0848	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0849	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0850	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0851	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0852	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0853	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0854	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0855	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0856	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0857	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0858	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0859	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0860	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0861	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0862	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0863	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0864	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0865	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0866	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0867	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0868	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0869	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0870	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0871	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0872	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0873	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0874	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0875	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0876	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0877	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0878	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0879	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0880	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0881	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0882	FALSE	['Windows', 'Windows_v2.16']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0883	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0884	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0885	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0886	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0887	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
